"名字";"国家";"联赛";"声望";"平均年龄";"收支结余";"转会预算";"转会余额";"工资预算";"状态";"TF";"YF";"JC";"球场容量";"平均上座";"评分";"潜力评分";"Unique ID"
"WH Chufeng Utd.";"China";"Jupiler Pro League";"1,400";"0.0";"0";"0";"0";"0";"职业";"3";"3";"2";"9,200";"300";"0.0%";"0.0%";"23,370,726"
"WH Changjiang";"China";"Jupiler Pro League";"3,450";"0.0";"0";"0";"0";"0";"职业";"8";"4";"4";"30,000";"5,499";"0.0%";"0.0%";"23,165,273"
"WH Aisen";"China";"Jupiler Pro League";"1,700";"0.0";"102,250";"0";"0";"0";"职业";"3";"2";"1";"31,800";"2,500";"0.0%";"0.0%";"5,626,136"
"Weymouth Wales";"Barbados";"Premier League";"2,500";"0.0";"0";"0";"0";"0";"职业";"5";"5";"5";"1,000";"250";"0.0%";"0.0%";"82,061,853"
"Western United FC";"Australia";"A-League";"5,000";"27.0";"3,060,420";"0";"0";"0";"职业";"12";"12";"12";"5,000";"6,300";"65.0%";"68.5%";"15,086,549"
"Western Sydney Wanderers";"Australia";"A-League";"5,500";"27.7";"1,331,740";"0";"0";"0";"职业";"16";"16";"10";"30,000";"9,150";"69.7%";"72.4%";"15,035,999"
"Westerlo";"Belgium";"Jupiler Pro League";"5,970";"24.7";"13,973,410";"4,963,990";"4,592,070";"156,760";"职业";"13";"12";"12";"8,035";"6,562";"71.1%";"73.8%";"289"
"West Ham Utd";"England";"Premier League";"6,969";"26.6";"55,443,680";"53,862,640";"77,924,630";"2,289,650";"职业";"14";"15";"15";"62,500";"62,320";"81.3%";"84.4%";"735"
"West Brom";"England";"Sky Bet Championship";"5,882";"26.3";"13,424,180";"12,054,910";"17,893,150";"361,450";"职业";"18";"17";"14";"26,688";"23,362";"74.8%";"78.7%";"734"
"Wemani Espoir";"Comoros";"Lower League";"500";"0.0";"0";"0";"0";"0";"职业";"3";"2";"1";"1,000";"250";"0.0%";"0.0%";"13,199,914"
"Wellington Phoenix";"New Zealand";"A-League";"5,000";"28.4";"6,010,710";"0";"0";"0";"职业";"15";"15";"14";"34,500";"7,000";"66.1%";"68.8%";"15,004,168"
"Weiche";"Germany";"Regional Div. North";"3,600";"28.2";"0";"0";"0";"0";"职业";"5";"5";"4";"4,000";"851";"63.0%";"66.5%";"91,016,562"
"Watford";"England";"Sky Bet Championship";"6,012";"24.9";"22,586,880";"15,641,560";"15,986,340";"380,760";"职业";"20";"16";"11";"22,200";"20,195";"73.8%";"78.4%";"732"
"Waterhouse";"Jamaica";"Jamaican PL";"3,900";"22.0";"214,580";"0";"0";"0";"职业";"8";"8";"7";"5,000";"5,000";"15.5%";"18.2%";"790,963"
"Waterford";"Ireland";"Premier Division";"3,800";"27.8";"56,900";"0";"0";"0";"职业";"12";"12";"10";"5,160";"1,832";"62.0%";"64.5%";"52,085,341"
"Watanga";"Liberia";"Premier League";"1,100";"0.0";"22,870";"0";"0";"0";"职业";"1";"1";"1";"25,000";"250";"0.0%";"0.0%";"70,036,644"
"Warta Poznań";"Poland";"First Division";"4,850";"28.7";"0";"0";"0";"0";"职业";"7";"11";"8";"5,383";"1,854";"41.4%";"43.1%";"710,032"
"Wanderers";"Uruguay";"First Division";"4,399";"24.2";"402,520";"0";"0";"0";"职业";"8";"10";"14";"9,064";"1,028";"28.3%";"30.0%";"1,926"
"Walter Orme?o";"Peru";"Copa Peru";"1,750";"0.0";"4,490";"0";"0";"0";"职业";"1";"1";"1";"8,000";"5,000";"0.0%";"0.0%";"77,013,952"
"Walter Ferreti";"Nicaragua";"Primera Division";"2,000";"0.0";"220,900";"0";"0";"0";"职业";"6";"7";"8";"30,100";"250";"0.0%";"0.0%";"5,375,180"
"Walsall";"England";"Sky Bet League Two";"4,081";"24.0";"4,043,160";"377,060";"588,960";"34,170";"职业";"12";"9";"7";"10,989";"5,788";"63.8%";"68.8%";"731"
"Wakriya AC";"Guinea";"Premier Division";"3,400";"17.0";"0";"0";"0";"0";"职业";"5";"5";"5";"2,000";"250";"14.0%";"15.9%";"13,190,107"
"Wakiso Giants";"Uganda";"Premier League";"2,850";"0.0";"0";"0";"0";"0";"职业";"4";"4";"4";"2,000";"250";"0.0%";"0.0%";"13,211,467"
"WAFA SC";"Ghana";"Lower Division";"3,250";"17.0";"42,470";"0";"0";"0";"职业";"12";"12";"12";"2,000";"250";"10.7%";"13.0%";"13,147,249"
"Wadi Degla";"Egypt";"Second Division - Group 2";"4,250";"0.0";"586,780";"0";"0";"0";"职业";"15";"14";"13";"25,000";"10,000";"0.0%";"0.0%";"18,021,101"
"Wadi Al-Nes";"Palestine";"West Bank Premier";"2,050";"0.0";"0";"0";"0";"0";"职业";"3";"2";"2";"2,000";"2,500";"0.0%";"0.0%";"23,091,021"
"W Connection";"Trinidad & Tobago";"Premier League";"4,000";"25.0";"1,241,740";"0";"0";"0";"职业";"8";"8";"9";"10,000";"250";"5.3%";"5.7%";"5,625,310"
"Vy?kov";"Czechia";"Second Division";"4,300";"23.0";"3,456,680";"0";"0";"0";"职业";"7";"7";"8";"1,300";"760";"11.5%";"12.1%";"5,645,563"
"Vy?ehrad";"Czechia";"Fourth Division E";"3,750";"16.0";"530,120";"0";"0";"0";"职业";"5";"5";"6";"500";"300";"9.8%";"12.0%";"136,210"
"VVV-Venlo";"Netherlands";"Keuken Kampioen Divisie";"5,145";"23.2";"-366,300";"370,560";"679,030";"56,500";"职业";"12";"12";"13";"8,000";"7,397";"66.8%";"73.3%";"1,044"
"Vukovar 1991";"Croatia";"Second League";"3,658";"25.0";"142,920";"0";"0";"0";"职业";"8";"7";"10";"6,000";"440";"11.8%";"12.3%";"126,302"
"VTSC B";"Portugal";"Portuguese Third Division";"4,750";"20.1";"0";"0";"0";"0";"职业";"14";"7";"1";"1,200";"600";"63.2%";"72.5%";"55,056,925"
"VPS";"Finland";"Premier League";"4,702";"30.0";"5,066,760";"0";"0";"0";"职业";"10";"8";"11";"6,009";"1,700";"12.6%";"12.6%";"1,300,376"
"VPK-Ahro";"Ukraine";"Jupiler Pro League";"403";"0.0";"0";"0";"0";"0";"职业";"7";"7";"5";"24,381";"500";"0.0%";"0.0%";"71,089,520"
"Vo?dovac";"Serbia";"SuperLeague";"4,652";"24.5";"852,200";"0";"0";"0";"职业";"12";"11";"10";"5,175";"940";"12.3%";"12.7%";"5,744,631"
"Votuporanguense";"Brazil";"Lower Division";"1,400";"30.0";"0";"0";"0";"0";"职业";"5";"5";"6";"8,145";"200";"10.8%";"11.4%";"19,189,179"
"Votoraty";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"6";"3";"3";"3,000";"421";"0.0%";"0.0%";"19,009,948"
"Vorskla";"Ukraine";"Premier League";"5,099";"25.0";"3,405,580";"3,405,400";"2,620,500";"65,190";"职业";"12";"12";"11";"23,842";"5,683";"67.4%";"71.1%";"1,301,293"
"Vonds";"Japan";"Jupiler Pro League";"2,500";"0.0";"0";"0";"0";"0";"职业";"4";"2";"-1";"14,051";"600";"0.0%";"0.0%";"788,907"
"Volta Redonda";"Brazil";"Brasileiro Série C";"4,198";"27.9";"3,767,940";"573,600";"573,600";"15,150";"职业";"9";"9";"7";"20,255";"1,644";"66.1%";"69.2%";"107,240"
"Volos";"Greece";"Super League 2";"4,753";"26.2";"750,830";"146,790";"823,990";"40,110";"职业";"6";"5";"5";"22,307";"478";"67.0%";"70.4%";"36,136,195"
"Volna Pinsk";"Belarus";"First League";"3,000";"0.0";"172,670";"0";"0";"0";"职业";"12";"10";"10";"3,136";"713";"0.0%";"0.0%";"485,671"
"Volgograd";"Russia";"Lower Division";"1";"0.0";"0";"0";"0";"0";"职业";"3";"2";"1";"0";"250";"0.0%";"0.0%";"58,044,761"
"Volgar";"Russia";"First Division";"4,090";"25.1";"-554,180";"26,390";"17,820";"31,970";"职业";"11";"10";"5";"17,712";"1,588";"62.9%";"67.8%";"130,515"
"Volga Uljanovsk";"Russia";"Second Division A Gold";"3,701";"26.9";"39,110";"0";"0";"0";"职业";"7";"5";"5";"10,000";"1,862";"61.9%";"65.3%";"130,548"
"Volga NN";"Russia";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"8";"7";"7";"0";"250";"0.0%";"0.0%";"8,056,018"
"Volca";"Japan";"Jupiler Pro League";"1,850";"0.0";"0";"0";"0";"0";"职业";"2";"3";"2";"19,934";"800";"0.0%";"0.0%";"780,685"
"Vojvodina";"Serbia";"SuperLeague";"5,000";"29.6";"3,318,270";"0";"0";"0";"职业";"14";"14";"14";"14,853";"2,200";"66.0%";"68.1%";"1,957"
"VOCEM";"Brazil";"Lower Division";"850";"0.0";"0";"0";"0";"0";"职业";"4";"4";"5";"8,525";"100";"0.0%";"0.0%";"19,244,675"
"Vla?im";"Czechia";"Second Division";"3,950";"24.0";"1,744,080";"0";"0";"0";"职业";"7";"8";"7";"1,200";"400";"5.9%";"6.3%";"25,001,307"
"Vizela";"Portugal";"Liga Portugal 2";"5,196";"22.8";"-416,360";"900,960";"856,600";"61,490";"职业";"14";"12";"13";"6,565";"3,377";"68.9%";"73.9%";"2,403"
"Vitória do Mar";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"40,149";"400";"0.0%";"0.0%";"313,786"
"Vitória da Conquista";"Brazil";"Lower Division";"1,500";"20.0";"0";"0";"0";"0";"职业";"5";"6";"5";"11,538";"1,000";"4.5%";"4.5%";"19,020,572"
"Vitória (PE)";"Brazil";"Lower Division";"1,050";"0.0";"0";"0";"0";"0";"职业";"4";"4";"5";"46,154";"250";"0.0%";"0.0%";"19,086,839"
"Vitória (ES)";"Brazil";"Fourth Division";"2,097";"28.7";"60,110";"0";"0";"0";"职业";"4";"4";"7";"3,000";"1,500";"39.0%";"41.2%";"313,273"
"Vitória";"Brazil";"Brasileiro Série A";"6,040";"28.2";"-1,148,780";"1,771,650";"1,692,980";"184,000";"职业";"13";"12";"11";"30,618";"25,958";"73.4%";"75.7%";"340"
"Vitória";"Portugal";"Primeira Liga";"6,219";"25.9";"18,520,940";"7,090,420";"6,014,550";"167,250";"职业";"19";"17";"16";"30,008";"16,030";"73.4%";"76.3%";"1,494"
"Vítkovice";"Czechia";"Third Division MSFL";"4,350";"25.0";"1,471,140";"0";"0";"0";"职业";"14";"9";"8";"15,123";"600";"5.2%";"5.9%";"136,152"
"Vitesse (BFA)";"Burkina Faso";"Burkinabé D1";"2,250";"0.0";"120,410";"0";"0";"0";"职业";"4";"2";"2";"30,000";"1,000";"0.0%";"0.0%";"13,211,987"
"Vitesse";"Netherlands";"Keuken Kampioen Divisie";"5,616";"22.4";"1,315,980";"640,660";"634,370";"102,390";"职业";"18";"16";"15";"25,500";"15,129";"67.4%";"73.2%";"1,046"
"Vitebsk";"Belarus";"Highest League";"3,750";"26.8";"0";"0";"0";"0";"职业";"8";"11";"12";"8,144";"897";"23.7%";"24.1%";"130,877"
"Vita Club";"DR Congo";"Linafoot B";"5,000";"29.4";"3,477,750";"0";"0";"0";"职业";"10";"10";"8";"80,000";"30,000";"29.7%";"31.3%";"5,340,987"
"Vit. Setúbal";"Portugal";"PT 3rd Division S";"4,750";"26.4";"220,320";"0";"0";"0";"职业";"13";"10";"10";"15,725";"3,500";"62.0%";"65.1%";"1,495"
"Vision FC";"Ghana";"Division One - Zone 3";"2,000";"16.0";"0";"0";"0";"0";"职业";"7";"7";"7";"1,000";"250";"5.5%";"6.8%";"13,175,360"
"Vis?o Celeste";"Brazil";"Lower Division";"700";"0.0";"0";"0";"0";"0";"职业";"2";"5";"6";"3,000";"200";"0.0%";"0.0%";"19,145,233"
"Vis Pesaro";"Italy";"Serie C/B";"4,100";"25.7";"42,690";"0";"0";"0";"职业";"7";"7";"9";"4,898";"1,524";"63.8%";"66.0%";"2,231"
"Virtus Verona";"Italy";"Serie C/A";"4,100";"24.6";"59,770";"0";"0";"0";"职业";"5";"5";"5";"1,500";"746";"65.8%";"69.8%";"43,006,436"
"Virtus Francavilla";"Italy";"Serie C/C";"4,500";"27.9";"85,560";"0";"0";"0";"职业";"5";"5";"8";"3,360";"1,255";"63.4%";"66.2%";"43,079,093"
"Virginia Beach Mariners";"U.S.A.";"Jupiler Pro League";"2,500";"0.0";"5,880";"0";"0";"0";"职业";"14";"2";"2";"10,780";"1,625";"0.0%";"0.0%";"2,269"
"Vipers SC";"Uganda";"Premier League";"3,500";"18.7";"166,810";"0";"0";"0";"职业";"7";"6";"5";"2,000";"250";"15.0%";"16.9%";"13,130,400"
"Villarreal C";"Spain";"Spanish Federation 3 Gr 6";"3,600";"19.8";"0";"0";"0";"0";"职业";"3";"2";"1";"4,500";"250";"61.1%";"68.0%";"67,004,779"
"Villarreal B";"Spain";"Spanish Federation 1B";"5,000";"21.8";"0";"0";"0";"0";"职业";"1";"1";"1";"4,500";"1,500";"64.6%";"69.1%";"7,452,072"
"Villarreal";"Spain";"La Liga";"7,797";"24.5";"134,211,040";"27,744,980";"66,056,150";"1,002,990";"职业";"17";"16";"17";"23,000";"20,620";"79.1%";"83.5%";"1,777"
"Villanovense";"Spain";"Spanish Federation 3 Gr14";"4,250";"25.9";"0";"0";"0";"0";"职业";"7";"8";"8";"2,000";"900";"59.5%";"63.5%";"6,706,364"
"Villalbés B";"Spain";"Regional Division";"550";"0.0";"0";"0";"0";"0";"职业";"2";"1";"1";"700";"250";"0.0%";"0.0%";"2,000,280,169"
"Villa San Carlos";"Argentina";"Metropolitan Zone B";"4,250";"25.6";"119,700";"0";"0";"0";"职业";"9";"9";"5";"2,000";"2,700";"65.7%";"68.7%";"952,755"
"Villa Real (MG)";"Brazil";"Lower Division";"600";"0.0";"0";"0";"0";"0";"职业";"5";"4";"3";"31,863";"100";"0.0%";"0.0%";"2,000,192,815"
"Villa Nova (MG)";"Brazil";"Lower Division";"2,372";"26.2";"36,000";"0";"0";"0";"职业";"10";"7";"7";"5,175";"1,500";"34.2%";"36.6%";"107,238"
"Villa Mitre";"Argentina";"Federal A";"4,700";"27.2";"618,060";"0";"0";"0";"职业";"10";"9";"7";"6,000";"3,000";"65.5%";"68.1%";"108,569"
"Villa Dálmine";"Argentina";"Second Division";"4,944";"25.0";"-400,790";"48,960";"47,170";"11,770";"职业";"10";"8";"8";"12,000";"2,632";"66.0%";"69.8%";"952,724"
"Vilhenense";"Brazil";"Jupiler Pro League";"750";"0.0";"0";"0";"0";"0";"职业";"5";"4";"4";"5,000";"100";"0.0%";"0.0%";"19,344,658"
"Vilhena";"Brazil";"Lower Division";"750";"0.0";"0";"0";"0";"0";"职业";"8";"7";"6";"5,000";"1,100";"0.0%";"0.0%";"313,373"
"Vilavelhense";"Brazil";"Lower Division";"1,000";"0.0";"0";"0";"0";"0";"职业";"4";"3";"3";"1,000";"1,200";"0.0%";"0.0%";"313,357"
"Vila Rica";"Brazil";"Lower Division";"750";"0.0";"0";"0";"0";"0";"职业";"6";"3";"5";"8,000";"500";"0.0%";"0.0%";"314,201"
"Vila Nova";"Brazil";"Brasileiro Série C";"4,948";"27.8";"2,741,520";"780,850";"780,850";"12,350";"职业";"9";"7";"8";"11,788";"5,814";"66.7%";"69.2%";"107,236"
"Vila Aurora";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"8";"8";"6";"16,000";"530";"0.0%";"0.0%";"313,227"
"Viktoria ?i?kov";"Czechia";"Second Division";"4,150";"0.0";"4,441,760";"0";"0";"0";"职业";"10";"9";"9";"5,334";"1,200";"0.0%";"0.0%";"478"
"Viktoria Plzeň";"Czechia";"First Division";"6,200";"33.0";"26,866,830";"0";"0";"0";"职业";"16";"15";"15";"11,700";"8,800";"13.8%";"13.8%";"477"
"Viking";"Norway";"Premier Division";"5,700";"24.0";"19,617,040";"0";"0";"0";"职业";"14";"15";"16";"16,300";"13,043";"19.9%";"20.9%";"1,422"
"Viitorul Targu Jiu";"Romania";"Second League";"3,900";"0.0";"0";"0";"0";"0";"职业";"11";"6";"6";"12,386";"372";"0.0%";"0.0%";"57,057,268"
"Viitorul D?e?ti";"Romania";"Liga III Seria 6";"3,250";"0.0";"0";"0";"0";"0";"职业";"1";"5";"4";"500";"150";"0.0%";"0.0%";"57,121,993"
"Vigo B";"Spain";"Spanish Federation 1A";"5,000";"21.9";"0";"0";"0";"0";"职业";"2";"1";"1";"4,500";"983";"62.8%";"68.8%";"2,092"
"Vigo";"Spain";"La Liga";"7,076";"25.8";"67,450,010";"25,000,000";"7,644,560";"644,190";"职业";"19";"18";"15";"31,800";"23,886";"77.8%";"81.1%";"1,724"
"Viettel";"Vietnam";"V.League 1";"2,950";"0.0";"83,430";"0";"0";"0";"职业";"6";"7";"8";"22,500";"4,375";"0.0%";"0.0%";"97,207,966"
"Vida";"Honduras";"Liga Nacional";"3,500";"0.0";"0";"0";"0";"0";"职业";"8";"9";"16";"17,000";"1,873";"0.0%";"0.0%";"308,281"
"Victoriia Sumy";"Ukraine";"First League";"2,915";"26.6";"-24,080";"20,470";"18,760";"6,170";"职业";"7";"3";"3";"25,830";"275";"58.3%";"62.8%";"71,091,269"
"Victoriano Arenas";"Argentina";"Fourth Division AFA";"3,400";"26.0";"37,440";"0";"0";"0";"职业";"6";"5";"7";"1,500";"750";"52.5%";"56.1%";"952,753"
"Victoria (HON)";"Honduras";"Liga Nacional";"3,100";"31.5";"0";"0";"0";"0";"职业";"9";"9";"16";"17,000";"1,480";"12.2%";"12.4%";"308,280"
"Vicenza";"Italy";"Serie C/A";"5,350";"25.7";"404,350";"0";"0";"0";"职业";"14";"10";"8";"13,173";"8,539";"69.3%";"72.6%";"1,181"
"Viborg FF";"Denmark";"3F Superliga";"5,498";"25.0";"7,777,330";"0";"0";"0";"职业";"11";"10";"11";"10,000";"6,400";"68.8%";"73.5%";"569"
"Vianense";"Portugal";"PT Championship B";"4,000";"24.0";"9,740";"0";"0";"0";"职业";"12";"10";"9";"3,000";"500";"62.2%";"65.4%";"2,405"
"Viana";"Brazil";"Lower Division";"400";"0.0";"0";"0";"0";"0";"职业";"5";"4";"4";"3,725";"700";"0.0%";"0.0%";"313,289"
"VfL Wolfsburg II";"Germany";"Jupiler Pro League";"3,800";"0.0";"0";"0";"0";"0";"职业";"14";"3";"3";"0";"402";"0.0%";"0.0%";"6,002,501"
"VfL Wolfsburg";"Germany";"Bundesliga";"7,398";"23.8";"26,753,130";"26,511,190";"25,765,580";"1,193,720";"职业";"18";"18";"13";"28,917";"24,778";"77.6%";"80.7%";"961"
"VfL Bochum";"Germany";"Bundesliga";"6,592";"25.8";"5,677,620";"3,356,850";"2,342,380";"366,280";"职业";"13";"13";"11";"26,000";"29,587";"73.7%";"75.6%";"905"
"VfB Stuttgart II";"Germany";"3. Liga";"3,750";"19.8";"0";"0";"0";"0";"职业";"15";"8";"1";"5,000";"286";"68.3%";"74.7%";"121,206"
"VfB Stuttgart";"Germany";"Bundesliga";"7,057";"24.4";"121,861,130";"13,593,280";"81,676,060";"1,062,550";"职业";"20";"20";"14";"60,449";"45,932";"77.3%";"80.0%";"960"
"VfB Oldenburg";"Germany";"Regional Div. North";"4,300";"26.3";"0";"0";"0";"0";"职业";"8";"7";"5";"15,200";"5,107";"64.0%";"67.0%";"2,257"
"Veszprém";"Hungary";"Division III - Northwest";"3,500";"0.0";"0";"0";"0";"0";"职业";"5";"5";"5";"4,000";"350";"0.0%";"0.0%";"855,873"
"Versport";"Japan";"Nippon Soccer League";"3,169";"25.6";"28,700";"0";"0";"0";"职业";"8";"3";"-1";"16,089";"1,590";"34.9%";"37.3%";"792,290"
"Veroskronos";"Japan";"Jupiler Pro League";"2,200";"0.0";"0";"0";"0";"0";"职业";"4";"2";"-1";"3,100";"500";"0.0%";"0.0%";"792,463"
"Veres";"Ukraine";"Premier League";"4,134";"25.0";"3,865,240";"814,940";"812,530";"19,780";"职业";"9";"7";"7";"12,080";"1,600";"66.0%";"70.8%";"71,105,155"
"Vere Utd";"Jamaica";"Jamaican PL";"3,600";"0.0";"220,200";"0";"0";"0";"职业";"5";"5";"5";"3,000";"3,000";"0.0%";"0.0%";"81,029,960"
"Verê";"Brazil";"Lower Division";"850";"0.0";"0";"0";"0";"0";"职业";"5";"4";"4";"2,900";"110";"0.0%";"0.0%";"19,341,662"
"Verdes Mares";"Brazil";"Jupiler Pro League";"300";"0.0";"0";"0";"0";"0";"职业";"4";"4";"3";"22,000";"200";"0.0%";"0.0%";"19,372,402"
"Veranópolis";"Brazil";"Lower Division";"1,750";"0.0";"0";"0";"0";"0";"职业";"6";"4";"5";"5,000";"1,200";"0.0%";"0.0%";"301,288"
"Veraguas United";"Panama";"Segunda División";"1,966";"0.0";"0";"0";"0";"0";"职业";"7";"7";"7";"350";"250";"0.0%";"0.0%";"80,024,197"
"Veracruz Premier";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"3";"2";"1";"4,800";"1,000";"0.0%";"0.0%";"51,052,399"
"Veracruz B";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"10";"5";"1";"0";"250";"0.0%";"0.0%";"51,016,630"
"Veracruz";"Mexico";"Jupiler Pro League";"4,500";"25.3";"0";"0";"0";"0";"职业";"11";"11";"10";"30,000";"11,114";"63.0%";"69.8%";"130,799"
"Vera Cruz (RJ)";"Brazil";"Lower Division";"400";"0.0";"0";"0";"0";"0";"职业";"3";"3";"4";"8,500";"100";"0.0%";"0.0%";"2,000,239,359"
"Vera Cruz (PE)";"Brazil";"Lower Division";"900";"0.0";"0";"0";"0";"0";"职业";"6";"4";"5";"46,154";"905";"0.0%";"0.0%";"19,023,752"
"Vênus (PA)";"Brazil";"Lower Division";"550";"0.0";"0";"0";"0";"0";"职业";"3";"3";"2";"10,000";"1,000";"0.0%";"0.0%";"308,947"
"Ventspils";"Latvia";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"2";"1";"1";"3,200";"417";"0.0%";"0.0%";"483,868"
"Venezia";"Italy";"Serie B";"5,958";"24.4";"-4,299,750";"6,358,890";"5,967,010";"230,020";"职业";"13";"10";"10";"11,150";"6,733";"74.7%";"78.8%";"1,179"
"Vendsyssel FF";"Denmark";"2. Division";"4,350";"21.0";"72,340";"0";"0";"0";"职业";"5";"4";"5";"10,000";"910";"5.3%";"5.9%";"521"
"Venda FC";"South Africa";"National First Division";"4,000";"33.0";"162,520";"0";"0";"0";"职业";"6";"6";"8";"10,000";"500";"5.3%";"5.3%";"65,045,804"
"Venados";"Mexico";"Expansion League";"4,499";"24.3";"1,468,920";"632,130";"652,500";"33,660";"职业";"8";"8";"8";"27,000";"11,968";"65.4%";"71.8%";"51,051,210"
"Velo Clube";"Brazil";"Lower Division";"1,767";"27.4";"2,950";"0";"0";"0";"职业";"3";"3";"3";"10,000";"750";"37.7%";"41.3%";"318,913"
"Vele? Mostar";"Bosnia & Herzegovina";"Premier League";"4,750";"23.0";"146,720";"0";"0";"0";"职业";"9";"9";"9";"7,000";"1,200";"6.3%";"6.8%";"1,300,163"
"Vélez C.F.";"Spain";"Spanish Federation 3 Gr 9";"3,245";"21.8";"1,077,030";"49,910";"0";"14,190";"职业";"8";"8";"12";"1,680";"1,300";"58.4%";"61.8%";"814,632"
"Vélez";"Argentina";"Primera División";"6,619";"25.0";"18,742,700";"11,015,940";"7,649,170";"284,160";"职业";"16";"17";"15";"49,540";"31,579";"74.6%";"77.3%";"98"
"Veles";"Russia";"First Division";"4,208";"24.1";"-185,310";"98,630";"84,390";"44,800";"职业";"6";"5";"4";"5,503";"451";"62.3%";"67.3%";"58,126,756"
"Vejle";"Denmark";"NordicBet Liga";"5,150";"26.7";"363,860";"0";"0";"0";"职业";"13";"12";"12";"11,060";"5,500";"42.6%";"43.8%";"2,142"
"Vegetarianos";"Eq. Guinea";"1. Insular";"3,250";"0.0";"0";"0";"0";"0";"职业";"6";"6";"6";"15,250";"250";"0.0%";"0.0%";"13,117,619"
"Veersian";"Japan";"Nippon Soccer League";"2,753";"26.6";"69,320";"0";"0";"0";"职业";"5";"2";"-1";"5,142";"1,779";"34.9%";"37.8%";"792,266"
"Vedi?a Colone?ti";"Romania";"Liga III Seria 6";"2,900";"0.0";"0";"0";"0";"0";"职业";"6";"5";"4";"1,000";"150";"0.0%";"0.0%";"57,129,123"
"V?ster?s SK";"Sweden";"First Division Elite";"4,284";"22.9";"2,453,140";"445,720";"445,720";"17,080";"职业";"11";"10";"11";"7,044";"3,614";"63.6%";"69.5%";"1,839"
"Vast";"Ukraine";"Second League";"1,400";"28.0";"31,010";"0";"0";"0";"职业";"1";"1";"1";"2,000";"185";"5.0%";"5.5%";"2,000,054,618"
"Vasco (SE)";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"4";"2";"2";"15,575";"900";"0.0%";"0.0%";"314,293"
"Vasco (AC)";"Brazil";"Lower Division";"750";"0.0";"0";"0";"0";"0";"职业";"7";"7";"6";"13,700";"900";"0.0%";"0.0%";"104,982"
"Vasco";"Brazil";"Brasileiro Série A";"6,690";"25.9";"41,098,210";"19,890,400";"18,906,780";"367,800";"职业";"16";"15";"13";"21,880";"26,347";"75.7%";"78.7%";"339"
"Vasas";"Hungary";"Division II";"5,000";"0.0";"291,340";"0";"0";"0";"职业";"9";"9";"11";"5,154";"2,000";"0.0%";"0.0%";"1,066"
"Vasalunds IF";"Sweden";"Premier Division";"4,192";"24.0";"275,180";"223,460";"223,460";"16,850";"职业";"8";"7";"13";"4,000";"1,205";"60.1%";"68.5%";"8,103,641"
"Varzim";"Portugal";"Liga Portugal 2";"5,386";"27.6";"187,000";"287,120";"92,300";"41,680";"职业";"12";"12";"10";"7,280";"2,108";"67.5%";"70.2%";"2,394"
"Varteks (EXT)";"Croatia";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"2";"1";"1";"10,800";"250";"0.0%";"0.0%";"24,021,476"
"Varnsdorf";"Czechia";"Third Division CFL B";"4,050";"25.0";"1,172,480";"0";"0";"0";"职业";"8";"9";"9";"5,000";"620";"5.3%";"6.2%";"136,208"
"Varginha";"Brazil";"Lower Division";"1,250";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"15,471";"615";"0.0%";"0.0%";"19,007,113"
"Vardar";"North Macedonia";"First League";"4,050";"33.0";"597,980";"0";"0";"0";"职业";"15";"14";"12";"34,460";"1,300";"11.6%";"11.6%";"1,239"
"Varbergs BoIS";"Sweden";"First Division Elite";"4,109";"25.4";"-75,480";"18,160";"18,160";"20,060";"职业";"13";"12";"10";"4,700";"2,625";"63.3%";"68.0%";"2,677"
"Vara?din";"Croatia";"First League";"5,100";"22.0";"4,877,500";"0";"0";"0";"职业";"13";"11";"15";"10,800";"2,978";"17.5%";"19.0%";"447"
"Vaqueros Ameca";"Mexico";"Jupiler Pro League";"1,350";"0.0";"25,190";"0";"0";"0";"职业";"9";"7";"5";"7,000";"2,000";"0.0%";"0.0%";"51,008,742"
"Vancouver FC";"Canada";"Canadian Premier League";"4,000";"22.0";"31,920";"0";"0";"0";"职业";"2";"4";"4";"7,500";"250";"59.6%";"67.6%";"2,000,238,561"
"Vancouver 2";"Canada";"Western Conference";"3,250";"21.0";"0";"0";"0";"0";"职业";"2";"1";"1";"5,288";"1,275";"61.5%";"67.4%";"72,043,493"
"Vancouver (NASL)";"Canada";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"17";"13";"10";"0";"29,164";"0.0%";"0.0%";"20,033,766"
"Vancouver";"Canada";"MLS";"6,018";"26.4";"21,336,780";"5,624,040";"5,624,040";"224,000";"职业";"14";"14";"13";"54,320";"16,238";"70.1%";"74.3%";"4,400,014"
