name,age,nationality,club,league,position,overall,potential,value,wage,height,weight,preferred_foot,pace,shooting,passing,dribbling,defending,physical
Noah Van Dijk,30,Netherlands,West Ham,Premier League,CDM,72,78,7920000,1000,185,76,Left,72,68,85,62,73,85
Adam Jacobs,34,Belgium,West Ham,Premier League,CDM,75,87,5250000,1000,187,78,Right,66,62,71,72,84,77
Charlie Smith,26,England,West Ham,Premier League,CM,66,65,8580000,1000,180,72,Right,57,51,65,74,60,64
Milan De Vries,26,Netherlands,West Ham,Premier League,CM,72,85,9360000,1000,173,70,Right,72,61,72,75,82,82
Gael Ferreira,24,Brazil,West Ham,Premier League,CM,65,72,8450000,1000,179,75,Left,60,50,78,67,73,61
Felix Fischer,31,Germany,West Ham,Premier League,CAM,63,73,6300000,1000,174,71,Right,60,60,69,68,48,68
Daniel Pérez,21,Spain,West Ham,Premier League,CAM,68,69,8884199,1000,177,66,Right,71,61,63,64,60,67
Juan Pérez,28,Argentina,West Ham,Premier League,LM,72,78,9360000,1000,182,71,Right,74,67,81,69,53,66
George Jones,22,England,West Ham,Premier League,RM,62,67,8261499,1000,175,74,Left,59,69,59,67,57,47
Juan Pérez,22,Argentina,West Ham,Premier League,LW,61,59,7850700,1000,180,73,Left,69,73,68,73,39,60
Louis Bernard,20,France,West Ham,Premier League,RW,72,85,9201600,1000,185,75,Left,78,62,75,69,51,82
Victor Jacobs,22,Belgium,West Ham,Premier League,CF,60,61,7838999,1000,180,76,Left,70,53,59,67,45,65
Léo Petit,22,France,West Ham,Premier League,ST,71,78,9553050,1000,183,74,Right,67,69,75,80,49,68
Gabriel Dubois,32,France,West Ham,Premier League,ST,63,60,5670000,1000,188,85,Right,71,77,71,65,50,54
Benicio García,29,Argentina,West Ham,Premier League,ST,67,77,8040000,1000,182,70,Right,63,73,75,78,55,76
Paul Becker,25,Germany,Brentford,Premier League,GK,61,62,7930000,1000,191,80,Left,49,33,59,47,71,55
Liam Willems,34,Belgium,Brentford,Premier League,GK,58,55,4059999,1000,197,94,Right,43,36,59,52,48,61
Alejandro González,23,Spain,Brentford,Premier League,CB,59,57,7670000,1000,192,80,Right,66,45,62,52,66,69
Victor Peeters,23,Belgium,Brentford,Premier League,CB,64,71,8320000,1000,185,83,Left,66,49,61,50,74,67
Miguel Ferreira,34,Brazil,Brentford,Premier League,CB,65,69,4550000,1000,187,88,Right,58,47,59,59,74,70
Adam Bernard,24,France,Brentford,Premier League,CB,70,71,9100000,1000,189,90,Right,71,46,76,60,67,74
James Van den Berg,33,Netherlands,Brentford,Premier League,LB,72,85,5760000,1000,170,63,Left,68,48,69,58,81,68
Heitor Rodrigues,26,Brazil,Brentford,Premier League,LB,70,81,9100000,1000,182,71,Right,60,52,71,70,84,79
Elias Meyer,26,Germany,Brentford,Premier League,RB,61,64,7930000,1000,172,68,Left,63,37,56,64,62,63
Lorenzo Bianchi,31,Italy,Brentford,Premier League,RB,69,80,6900000,1000,170,58,Right,63,64,64,73,64,71
Lucas Robert,27,France,Brentford,Premier League,CDM,68,74,8840000,1000,190,84,Left,72,62,79,77,70,81
Hugo Martínez,29,Spain,Brentford,Premier League,CDM,65,69,7800000,1000,193,81,Right,57,60,68,75,65,68
Lucas Thomas,23,France,Brentford,Premier League,CM,72,74,9360000,1000,171,70,Right,72,61,67,82,77,76
Adam Petit,27,France,Brentford,Premier League,CM,57,70,7410000,1000,176,73,Right,54,59,72,62,58,68
Raphaël Dubois,25,France,Brentford,Premier League,CM,59,69,7670000,1000,174,69,Right,54,54,74,51,56,65
Mattia Colombo,33,Italy,Brentford,Premier League,CAM,66,72,5280000,1000,178,74,Right,64,71,62,81,48,66
Francesco Colombo,29,Italy,Brentford,Premier League,CAM,65,73,7800000,1000,171,62,Left,66,65,73,78,59,54
Gael Santos,28,Brazil,Brentford,Premier League,LM,66,81,8580000,1000,175,72,Right,62,56,75,69,52,56
Adam Goossens,33,Belgium,Brentford,Premier League,RM,58,57,4640000,1000,183,82,Right,66,63,65,53,39,60
Andrea Rossi,25,Italy,Brentford,Premier League,LW,72,73,9360000,1000,170,58,Right,74,69,73,76,46,65
Bruno Gómez,21,Argentina,Brentford,Premier League,RW,57,61,7558200,1000,179,80,Right,68,66,63,62,40,51
Gabriel Ferreira,33,Brazil,Brentford,Premier League,CF,62,62,4960000,1000,192,89,Left,64,59,56,63,32,70
Lucas De Vries,25,Netherlands,Brentford,Premier League,ST,57,64,7410000,1000,192,85,Right,71,48,66,53,30,67
James Johnson,26,England,Brentford,Premier League,ST,70,77,9100000,1000,179,74,Right,69,66,80,65,49,73
Mateo González,26,Spain,Brentford,Premier League,ST,59,70,7670000,1000,189,78,Right,57,74,52,69,35,68
Mattia Esposito,28,Italy,Crystal Palace,Premier League,GK,69,73,8970000,1000,190,77,Right,59,45,69,59,66,59
William Johnson,32,England,Crystal Palace,Premier League,GK,71,70,6390000,1000,187,75,Right,49,49,76,58,75,70
Arthur Martin,22,France,Crystal Palace,Premier League,CB,61,57,7771400,1000,187,84,Right,61,49,54,49,57,56
Ben Meyer,26,Germany,Crystal Palace,Premier League,CB,70,84,9100000,1000,187,75,Right,70,50,63,67,77,79
Adam Durand,33,France,Crystal Palace,Premier League,CB,69,84,5520000,1000,195,85,Left,63,45,64,57,77,79
Victor Maes,30,Belgium,Crystal Palace,Premier League,CB,68,74,7480000,1000,192,77,Right,62,58,73,56,76,77
William Jones,31,England,Crystal Palace,Premier League,LB,66,61,6600000,1000,177,74,Right,72,60,59,64,68,76
Pedro Oliveira,34,Brazil,Crystal Palace,Premier League,LB,57,52,3989999,1000,175,77,Right,52,34,62,52,59,62
Gabriel Thomas,29,France,Crystal Palace,Premier League,RB,68,75,8160000,1000,177,66,Right,72,61,72,55,78,77
Arthur Pereira,32,Brazil,Crystal Palace,Premier League,RB,56,54,5040000,1000,182,81,Left,63,48,46,43,70,60
Levi Van der Meer,26,Netherlands,Crystal Palace,Premier League,CDM,67,63,8710000,1000,186,86,Right,72,63,76,60,60,69
George Davis,34,England,Crystal Palace,Premier League,CDM,65,77,4550000,1000,191,87,Right,58,51,65,70,59,73
Mateo Fernández,24,Spain,Crystal Palace,Premier League,CM,59,66,7670000,1000,176,77,Left,59,47,67,50,69,72
Pablo Pérez,31,Spain,Crystal Palace,Premier League,CM,72,71,7200000,1000,185,71,Right,63,74,80,80,77,83
Ben Schneider,22,Germany,Crystal Palace,Premier League,CM,68,82,9458800,1000,180,79,Right,65,61,75,68,67,77
Ben Wagner,30,Germany,Crystal Palace,Premier League,CAM,72,76,7920000,1000,180,73,Left,73,81,76,78,56,77
Felix Schmidt,33,Germany,Crystal Palace,Premier League,CAM,67,79,5360000,1000,185,84,Right,71,70,62,78,50,52
Juan González,31,Argentina,Crystal Palace,Premier League,LM,57,58,5700000,1000,178,70,Right,60,51,53,61,43,59
George Wilson,22,England,Crystal Palace,Premier League,RM,63,78,8804250,1000,182,75,Right,67,54,70,70,56,58
Noah De Jong,31,Netherlands,Crystal Palace,Premier League,LW,64,65,6400000,1000,184,77,Right,79,65,72,76,53,60
Mattia Ricci,22,Italy,Crystal Palace,Premier League,RW,58,58,7540000,1000,175,65,Right,54,61,56,70,36,52
Jonas Müller,26,Germany,Crystal Palace,Premier League,CF,70,69,9100000,1000,178,69,Right,84,61,80,84,49,75
Lucas Janssens,32,Belgium,Crystal Palace,Premier League,ST,66,77,5940000,1000,181,72,Right,63,81,72,66,49,73
James De Vries,25,Netherlands,Crystal Palace,Premier League,ST,63,64,8190000,1000,188,84,Right,69,62,59,77,49,68
Noah De Vries,30,Netherlands,Crystal Palace,Premier League,ST,67,76,7370000,1000,181,74,Left,72,69,60,74,45,74
Gabriel Richard,31,France,Everton,Premier League,GK,72,81,7200000,1000,200,86,Right,53,52,73,54,65,67
Noah De Vries,26,Netherlands,Everton,Premier League,GK,62,70,8060000,1000,188,80,Right,50,34,51,42,66,62
William Johnson,21,England,Everton,Premier League,CB,61,64,8048949,1000,191,78,Right,58,44,64,58,70,68
Noah González,27,Argentina,Everton,Premier League,CB,59,71,7670000,1000,183,71,Right,67,35,51,55,70,57
Lucas Bernard,25,France,Everton,Premier League,CB,70,77,9100000,1000,189,75,Right,65,62,67,59,77,74
Jonas Meyer,21,Germany,Everton,Premier League,CB,60,58,7722000,1000,183,69,Right,69,47,67,62,57,64
Andrea Esposito,27,Italy,Everton,Premier League,LB,72,71,9360000,1000,175,67,Left,81,55,68,60,72,68
Noud De Vries,25,Netherlands,Everton,Premier League,LB,58,61,7540000,1000,173,66,Right,66,48,58,54,57,60
Mateo Rodríguez,24,Spain,Everton,Premier League,RB,66,76,8580000,1000,184,80,Right,65,59,60,69,79,72
Pedro Oliveira,21,Brazil,Everton,Premier League,RB,66,68,8665800,1000,177,77,Right,67,45,66,66,75,75
Theo Pereira,29,Brazil,Everton,Premier League,CDM,59,59,7080000,1000,193,80,Right,53,61,60,57,69,56
Hugo García,34,Spain,Everton,Premier League,CDM,68,81,4760000,1000,186,73,Right,66,70,80,73,78,67
Pedro Souza,33,Brazil,Everton,Premier League,CM,65,64,5200000,1000,184,72,Right,66,66,60,62,74,65
Lucas Van der Meer,23,Netherlands,Everton,Premier League,CM,61,74,7930000,1000,174,76,Right,52,53,71,58,53,64
Heitor Silva,31,Brazil,Everton,Premier League,CM,62,73,6200000,1000,181,79,Right,66,48,58,72,62,60
Sem Bakker,30,Netherlands,Everton,Premier League,CAM,61,68,6710000,1000,182,79,Right,58,67,64,68,48,62
Noah Martínez,28,Argentina,Everton,Premier League,CAM,71,85,9230000,1000,170,62,Right,71,68,68,82,59,62
Ben Schneider,26,Germany,Everton,Premier League,LM,59,61,7670000,1000,183,79,Right,57,64,69,69,45,62
Noah Müller,24,Germany,Everton,Premier League,RM,57,56,7410000,1000,175,66,Right,53,65,56,53,42,50
Noah Müller,31,Germany,Everton,Premier League,LW,65,62,6500000,1000,176,77,Right,75,70,60,67,48,74
Ben Weber,22,Germany,Everton,Premier League,RW,66,75,8966100,1000,172,66,Right,73,60,59,61,42,72
James Van den Berg,30,Netherlands,Everton,Premier League,CF,59,59,6490000,1000,185,72,Right,70,73,52,56,44,53
Arthur Claes,28,Belgium,Everton,Premier League,ST,69,75,8970000,1000,191,77,Right,80,72,66,79,51,70
Noah Claes,22,Belgium,Everton,Premier League,ST,64,74,8736000,1000,190,83,Left,68,73,71,72,42,60
James Johnson,28,England,Everton,Premier League,ST,56,63,7280000,1000,188,80,Right,61,59,57,54,30,59
Liam Mertens,31,Belgium,Fulham,Premier League,GK,65,78,6500000,1000,196,89,Right,52,41,63,60,60,66
Noud Bakker,27,Netherlands,Fulham,Premier League,GK,63,70,8190000,1000,189,78,Right,45,47,53,46,59,65
Miguel Oliveira,27,Brazil,Fulham,Premier League,CB,52,49,6760000,1000,185,86,Right,55,29,44,45,54,58
Hugo Sánchez,27,Spain,Fulham,Premier League,CB,68,72,8840000,1000,194,80,Left,78,58,72,53,69,72
Leonardo Esposito,30,Italy,Fulham,Premier League,CB,57,53,6270000,1000,188,81,Right,47,37,49,50,64,63
Benicio Fernández,29,Argentina,Fulham,Premier League,CB,52,49,6240000,1000,184,79,Right,59,45,53,48,55,54
Louis Goossens,27,Belgium,Fulham,Premier League,LB,52,55,6760000,1000,175,75,Right,45,44,44,53,56,57
Mateo López,32,Spain,Fulham,Premier League,LB,66,73,5940000,1000,185,78,Right,70,55,74,51,76,64
Léo Petit,31,France,Fulham,Premier League,RB,59,61,5900000,1000,180,80,Right,65,51,49,52,61,63
Alejandro Martínez,22,Spain,Fulham,Premier League,RB,57,67,7780500,1000,180,78,Left,65,40,52,48,67,58
Lorenzo Bianchi,24,Italy,Fulham,Premier League,CDM,59,60,7670000,1000,186,83,Left,52,47,56,64,68,54
Noah Van der Meer,26,Netherlands,Fulham,Premier League,CDM,62,72,8060000,1000,192,85,Right,57,63,65,64,59,75
Max Wagner,28,Germany,Fulham,Premier League,CM,53,64,6890000,1000,181,79,Right,48,52,51,59,57,58
James Brown,27,England,Fulham,Premier League,CM,55,60,7150000,1000,181,75,Left,53,47,58,60,64,60
Gael Pereira,27,Brazil,Fulham,Premier League,CM,58,66,7540000,1000,181,78,Right,56,57,58,66,52,71
Francesco Bianchi,33,Italy,Fulham,Premier League,CAM,59,71,4720000,1000,183,81,Left,58,53,69,54,44,57
Miguel Pereira,33,Portugal,Fulham,Premier League,CAM,67,71,5360000,1000,178,66,Right,65,62,63,68,55,67
Pablo Martínez,25,Spain,Fulham,Premier League,LM,63,69,8190000,1000,178,76,Left,71,56,69,77,49,66
Adam Mertens,26,Belgium,Fulham,Premier League,RM,62,73,8060000,1000,185,85,Left,69,71,66,71,46,52
Pedro Alves,21,Brazil,Fulham,Premier League,LW,54,54,7020000,1000,180,74,Right,59,64,53,57,43,64
Bruno García,32,Argentina,Fulham,Premier League,RW,63,76,5670000,1000,184,83,Left,63,53,57,65,41,55
Alessandro Colombo,22,Italy,Fulham,Premier League,CF,55,52,7042750,1000,192,92,Right,51,45,57,66,27,48
Raphaël Bernard,30,France,Fulham,Premier League,ST,64,68,7040000,1000,181,74,Right,68,68,74,63,38,70
Max Müller,30,Germany,Fulham,Premier League,ST,63,68,6930000,1000,191,91,Right,75,61,70,72,37,70
Elias Wagner,28,Germany,Fulham,Premier League,ST,61,67,7930000,1000,185,78,Left,70,60,62,69,39,55
Gabriel Martin,31,France,Wolves,Premier League,GK,60,66,6000000,1000,194,94,Right,35,45,60,49,50,63
Louis Martin,31,France,Wolves,Premier League,GK,67,68,6700000,1000,198,96,Right,49,42,72,59,69,64
Léo Petit,31,France,Wolves,Premier League,CB,63,74,6300000,1000,195,88,Right,73,55,61,61,64,60
Ben Weber,22,Germany,Wolves,Premier League,CB,70,84,9737000,1000,190,84,Right,79,60,66,65,65,69
James Williams,22,England,Wolves,Premier League,CB,65,68,8576750,1000,185,85,Right,55,47,57,54,60,75
Andrea Colombo,25,Italy,Wolves,Premier League,CB,71,77,9230000,1000,190,77,Right,63,50,62,64,78,68
Noud Van den Berg,24,Netherlands,Wolves,Premier League,LB,64,71,8320000,1000,170,61,Right,61,51,68,56,60,65
Lourenço Costa,28,Portugal,Wolves,Premier League,LB,68,72,8840000,1000,180,72,Right,59,60,74,56,71,78
Louis Richard,21,France,Wolves,Premier League,RB,62,60,7979400,1000,177,77,Right,52,42,60,65,60,69
Leonardo Rossi,30,Italy,Wolves,Premier League,RB,71,85,7810000,1000,174,72,Left,68,51,76,58,85,76
James Davis,31,England,Wolves,Premier League,CDM,60,72,6000000,1000,195,83,Left,65,52,65,67,70,66
Santiago Silva,32,Portugal,Wolves,Premier League,CDM,68,74,6120000,1000,194,83,Right,59,68,77,75,67,80
Santiago Ferreira,29,Portugal,Wolves,Premier League,CM,67,72,8040000,1000,184,78,Right,62,54,78,61,71,71
Jules Durand,21,France,Wolves,Premier League,CM,72,79,9687600,1000,175,62,Right,73,76,74,72,64,84
Felipe García,33,Argentina,Wolves,Premier League,CM,60,74,4800000,1000,179,76,Right,60,48,58,66,52,56
Ben Müller,24,Germany,Wolves,Premier League,CAM,59,69,7670000,1000,176,66,Left,66,64,70,73,47,45
Heitor Santos,21,Brazil,Wolves,Premier League,CAM,62,77,8664500,1000,185,73,Right,58,63,74,70,53,48
Liam Peeters,32,Belgium,Wolves,Premier League,LM,58,62,5220000,1000,172,65,Right,56,51,60,70,50,49
Lorenzo Ferrari,29,Italy,Wolves,Premier League,RM,69,67,8280000,1000,181,81,Right,77,62,69,69,61,70
Gael Pereira,25,Brazil,Wolves,Premier League,LW,66,78,8580000,1000,180,78,Right,81,69,66,80,43,74
Levi Smit,32,Netherlands,Wolves,Premier League,RW,64,70,5760000,1000,184,84,Right,59,77,55,68,53,54
Lucas Bakker,21,Netherlands,Wolves,Premier League,CF,65,67,8534500,1000,181,77,Left,68,72,71,77,53,73
Paul Müller,27,Germany,Wolves,Premier League,ST,67,66,8710000,1000,180,75,Right,80,64,64,70,46,59
Jules Jacobs,31,Belgium,Wolves,Premier League,ST,58,63,5800000,1000,190,91,Left,68,70,66,56,47,68
Gabriel Petit,21,France,Wolves,Premier League,ST,57,62,7595249,1000,183,82,Right,55,71,54,72,46,47
Mateo López,31,Argentina,Burnley,Premier League,GK,53,58,5300000,1000,189,85,Right,35,27,39,45,57,45
Gabriele Bianchi,35,Italy,Burnley,Premier League,GK,64,63,3840000,1000,189,85,Left,54,35,66,56,62,56
Benicio Gómez,33,Argentina,Burnley,Premier League,CB,56,66,4480000,1000,191,82,Right,58,51,64,47,68,58
Francesco Bianchi,33,Italy,Burnley,Premier League,CB,65,70,5200000,1000,193,80,Left,68,53,66,61,66,70
Miguel Rodrigues,23,Brazil,Burnley,Premier League,CB,63,77,8190000,1000,195,94,Right,57,52,54,55,64,69
Paul Schmidt,32,Germany,Burnley,Premier League,CB,53,55,4770000,1000,192,81,Right,43,38,46,47,62,63
George Brown,32,England,Burnley,Premier League,LB,58,59,5220000,1000,178,80,Right,52,33,60,61,69,54
Raphaël Martin,25,France,Burnley,Premier League,LB,58,72,7540000,1000,178,66,Right,68,33,50,55,61,64
Hugo López,34,Spain,Burnley,Premier League,RB,64,66,4480000,1000,182,71,Right,69,58,71,51,64,65
Noud De Jong,21,Netherlands,Burnley,Premier League,RB,59,70,8091849,1000,179,76,Right,61,39,49,55,65,65
Louis Robert,33,France,Burnley,Premier League,CDM,53,68,4240000,1000,187,85,Left,51,45,52,53,55,52
Alejandro Fernández,27,Spain,Burnley,Premier League,CDM,59,72,7670000,1000,185,84,Right,59,58,71,53,55,74
Finn Schneider,25,Germany,Burnley,Premier League,CM,68,67,8840000,1000,183,73,Right,63,63,65,75,75,66
Felix Schneider,32,Germany,Burnley,Premier League,CM,52,57,4680000,1000,183,82,Right,56,57,55,46,48,50
Ben Müller,33,Germany,Burnley,Premier League,CM,60,74,4800000,1000,177,71,Left,50,56,57,65,54,71
Victor Willems,23,Belgium,Burnley,Premier League,CAM,64,74,8320000,1000,185,75,Left,65,61,60,72,44,57
Felipe Fernández,33,Argentina,Burnley,Premier League,CAM,58,55,4640000,1000,175,76,Right,68,58,67,60,51,55
Thomas Davis,27,England,Burnley,Premier League,LM,68,83,8840000,1000,171,61,Right,77,59,70,79,60,54
James De Jong,24,Netherlands,Burnley,Premier League,RM,61,70,7930000,1000,182,77,Right,70,56,69,65,42,62
Elias Becker,21,Germany,Burnley,Premier League,LW,68,66,8751600,1000,175,66,Right,76,68,72,63,43,72
Louis Goossens,21,Belgium,Burnley,Premier League,RW,60,65,7994999,1000,175,65,Left,58,72,64,75,41,52
James Van den Berg,27,Netherlands,Burnley,Premier League,CF,64,60,8320000,1000,190,81,Right,77,75,58,64,38,59
Thomas Jones,24,England,Burnley,Premier League,ST,66,70,8580000,1000,188,79,Left,65,62,56,80,44,56
Tomás Rodrigues,28,Portugal,Burnley,Premier League,ST,52,66,6760000,1000,192,92,Left,53,60,57,61,35,56
Hugo Fernández,28,Spain,Burnley,Premier League,ST,60,74,7800000,1000,188,80,Left,60,54,51,75,41,51
Max Weber,28,Germany,Sheffield United,Premier League,GK,50,46,6500000,1000,188,87,Left,30,29,54,35,54,51
William Jones,28,England,Sheffield United,Premier League,GK,59,66,7670000,1000,187,86,Right,36,38,59,43,52,57
Pedro Souza,32,Brazil,Sheffield United,Premier League,CB,54,68,4860000,1000,183,72,Right,64,45,46,54,68,58
Noah López,29,Argentina,Sheffield United,Premier League,CB,59,58,7080000,1000,192,92,Right,69,49,64,49,73,61
Louis Martin,22,France,Sheffield United,Premier League,CB,48,57,6520800,1000,193,81,Right,44,42,51,46,44,53
Heitor Silva,31,Brazil,Sheffield United,Premier League,CB,54,58,5400000,1000,187,75,Right,53,45,61,49,49,52
Davi Alves,32,Brazil,Sheffield United,Premier League,LB,48,48,4320000,1000,176,73,Right,53,38,39,53,47,58
Elias Meyer,28,Germany,Sheffield United,Premier League,LB,61,57,7930000,1000,179,76,Right,68,36,57,64,66,67
Lucas López,34,Spain,Sheffield United,Premier League,RB,48,53,3360000,1000,182,73,Right,57,35,43,52,46,52
Miguel Rodrigues,27,Brazil,Sheffield United,Premier League,RB,50,60,6500000,1000,177,75,Right,49,31,56,44,50,48
Miguel Souza,22,Brazil,Sheffield United,Premier League,CDM,62,73,8503300,1000,183,84,Right,56,53,67,67,68,66
Gael Santos,34,Brazil,Sheffield United,Premier League,CDM,64,63,4480000,1000,186,73,Right,66,65,62,54,63,60
Noah Willems,28,Belgium,Sheffield United,Premier League,CM,49,47,6370000,1000,179,66,Right,48,54,50,49,45,50
Lucas Richard,33,France,Sheffield United,Premier League,CM,62,60,4960000,1000,178,69,Left,60,50,57,71,69,73
Leo Martínez,29,Spain,Sheffield United,Premier League,CM,58,61,6960000,1000,174,70,Right,55,48,55,57,67,63
Noud De Jong,23,Netherlands,Sheffield United,Premier League,CAM,48,58,6240000,1000,171,61,Right,44,40,56,55,33,52
Victor Willems,25,Belgium,Sheffield United,Premier League,CAM,58,59,7540000,1000,172,73,Right,57,50,67,56,52,52
Tomás Costa,24,Portugal,Sheffield United,Premier League,LM,52,66,6760000,1000,178,76,Right,52,52,57,61,47,37
Pablo Rodríguez,26,Spain,Sheffield United,Premier League,RM,63,72,8190000,1000,175,71,Right,62,69,61,70,46,58
Daan Bakker,28,Netherlands,Sheffield United,Premier League,LW,62,69,8060000,1000,183,76,Right,64,69,57,72,44,54
Heitor Alves,32,Brazil,Sheffield United,Premier League,RW,61,74,5490000,1000,180,74,Left,58,74,69,71,34,69
Victor Willems,29,Belgium,Sheffield United,Premier League,CF,51,60,6120000,1000,180,76,Right,48,60,44,65,33,51
Afonso Santos,23,Portugal,Sheffield United,Premier League,ST,52,65,6760000,1000,192,77,Left,51,56,59,56,34,61
Victor Jacobs,23,Belgium,Sheffield United,Premier League,ST,58,62,7540000,1000,187,82,Right,64,50,66,53,47,64
Juan López,20,Argentina,Sheffield United,Premier League,ST,59,71,7504800,1000,178,65,Right,71,60,52,63,29,56
